,assignments
SS2_19_346:K12_unique.bam,symp. neu.
SS2_19_346:K11_unique.bam,symp. neu.
SS2_19_346:K15_unique.bam,symp. neu.
SS2_19_346:K16_unique.bam,symp. neu.
SS2_19_346:K14_unique.bam,Hub
SS2_19_346:K17_unique.bam,symp. neu.
SS2_19_346:K19_unique.bam,symp. neu.
SS2_19_346:K18_unique.bam,symp. neu.
SS2_19_346:K20_unique.bam,symp. neu.
SS2_19_346:K24_unique.bam,ChC
SS2_19_346:K23_unique.bam,ChC
SS2_19_346:L1_unique.bam,ChC
SS2_19_346:L5_unique.bam,Hub
SS2_19_346:L6_unique.bam,Hub
SS2_19_346:L9_unique.bam,symp. neu.
SS2_19_346:L7_unique.bam,ChC
SS2_19_346:L10_unique.bam,none
SS2_19_346:L12_unique.bam,symp. neu.
SS2_19_346:L14_unique.bam,none
SS2_19_346:L13_unique.bam,symp. neu.
SS2_19_346:L18_unique.bam,Hub
SS2_19_346:L17_unique.bam,Hub
SS2_19_346:L20_unique.bam,Hub
SS2_19_346:L23_unique.bam,Hub
SS2_19_346:L19_unique.bam,none
SS2_19_346:L24_unique.bam,Hub
SS2_19_346:M1_unique.bam,symp. neu.
SS2_19_346:M5_unique.bam,symp. neu.
SS2_19_346:M4_unique.bam,symp. neu.
SS2_19_346:M7_unique.bam,Hub
SS2_19_346:M6_unique.bam,none
SS2_19_346:M10_unique.bam,none
SS2_19_346:M9_unique.bam,ChC
SS2_19_346:M12_unique.bam,symp. neu.
SS2_19_346:M13_unique.bam,Hub
SS2_19_346:M14_unique.bam,Hub
SS2_19_346:M15_unique.bam,symp. neu.
SS2_19_346:M19_unique.bam,symp. neu.
SS2_19_346:M20_unique.bam,none
SS2_19_346:M18_unique.bam,symp. neu.
SS2_19_346:M22_unique.bam,ChC
SS2_19_346:M23_unique.bam,Hub
SS2_19_346:N2_unique.bam,ChC
SS2_19_346:N3_unique.bam,Hub
SS2_19_346:N4_unique.bam,symp. neu.
SS2_19_346:N7_unique.bam,Hub
SS2_19_346:N9_unique.bam,Hub
SS2_19_346:N6_unique.bam,none
SS2_19_346:N5_unique.bam,symp. neu.
SS2_19_346:N12_unique.bam,none
SS2_19_346:N11_unique.bam,symp. neu.
SS2_19_346:N13_unique.bam,Hub
SS2_19_346:N14_unique.bam,Hub
SS2_19_346:N17_unique.bam,symp. neu.
SS2_19_346:N18_unique.bam,none
SS2_19_346:N20_unique.bam,none
SS2_19_346:N21_unique.bam,symp. neu.
SS2_19_346:N19_unique.bam,ChC
SS2_19_346:N22_unique.bam,ChC
SS2_19_346:N23_unique.bam,symp. neu.
SS2_19_346:N24_unique.bam,symp. neu.
SS2_19_346:O1_unique.bam,Hub
SS2_19_346:O3_unique.bam,Hub
SS2_19_346:O4_unique.bam,Hub
SS2_19_346:O5_unique.bam,Hub
SS2_19_346:O2_unique.bam,symp. neu.
SS2_19_346:O10_unique.bam,ChC
SS2_19_346:O6_unique.bam,symp. neu.
SS2_19_346:O7_unique.bam,symp. neu.
SS2_19_346:O8_unique.bam,symp. neu.
SS2_19_346:O11_unique.bam,none
SS2_19_346:O14_unique.bam,ChC
SS2_19_346:O12_unique.bam,Hub
SS2_19_346:O18_unique.bam,symp. neu.
SS2_19_346:O17_unique.bam,symp. neu.
SS2_19_346:O20_unique.bam,symp. neu.
SS2_19_346:O19_unique.bam,symp. neu.
SS2_19_346:O21_unique.bam,none
SS2_19_346:O22_unique.bam,symp. neu.
SS2_19_346:O23_unique.bam,Hub
SS2_19_346:P1_unique.bam,Hub
SS2_19_346:P5_unique.bam,symp. neu.
SS2_19_346:P6_unique.bam,ChC
SS2_19_346:P4_unique.bam,symp. neu.
SS2_19_346:P9_unique.bam,ChC
SS2_19_346:P8_unique.bam,Hub
SS2_19_346:P11_unique.bam,Hub
SS2_19_346:P12_unique.bam,ChC
SS2_19_346:P15_unique.bam,symp. neu.
SS2_19_346:P17_unique.bam,none
SS2_19_346:P16_unique.bam,none
SS2_19_346:P19_unique.bam,symp. neu.
SS2_19_346:P18_unique.bam,none
SS2_19_346:P22_unique.bam,Hub
SS2_19_346:P20_unique.bam,Hub
SS2_19_346:P10_unique.bam,symp. neu.
SS2_19_346:P21_unique.bam,Hub
SS2_19_348:A16_unique.bam,none
SS2_19_348:A24_unique.bam,none
SS2_19_348:A22_unique.bam,symp. neu.
SS2_19_348:A5_unique.bam,SC
SS2_19_348:A20_unique.bam,symp. neu.
SS2_19_348:A1_unique.bam,SC
SS2_19_348:A15_unique.bam,SC
SS2_19_348:B1_unique.bam,symp. neu.
SS2_19_348:B5_unique.bam,symp. neu.
SS2_19_348:A9_unique.bam,ChC
SS2_19_348:A11_unique.bam,symp. neu.
SS2_19_348:C10_unique.bam,SC
SS2_19_348:B12_unique.bam,Hub
SS2_19_348:B21_unique.bam,SC
SS2_19_348:B10_unique.bam,symp. neu.
SS2_19_348:B16_unique.bam,none
SS2_19_348:B24_unique.bam,Hub
SS2_19_348:B14_unique.bam,symp. neu.
SS2_19_348:B9_unique.bam,Hub
SS2_19_348:B13_unique.bam,ChC
SS2_19_348:C4_unique.bam,symp. neu.
SS2_19_348:C3_unique.bam,symp. neu.
SS2_19_348:C11_unique.bam,none
SS2_19_348:C9_unique.bam,symp. neu.
SS2_19_348:B20_unique.bam,none
SS2_19_348:C16_unique.bam,symp. neu.
SS2_19_348:C21_unique.bam,symp. neu.
SS2_19_348:C17_unique.bam,SC
SS2_19_348:C18_unique.bam,SC
SS2_19_348:D10_unique.bam,symp. neu.
SS2_19_348:D5_unique.bam,none
SS2_19_348:D7_unique.bam,symp. neu.
SS2_19_348:D1_unique.bam,SC
SS2_19_348:D16_unique.bam,symp. neu.
SS2_19_348:D17_unique.bam,symp. neu.
SS2_19_348:D19_unique.bam,SC
SS2_19_348:D22_unique.bam,SC
SS2_19_348:D20_unique.bam,symp. neu.
SS2_19_348:E7_unique.bam,symp. neu.
SS2_19_348:E5_unique.bam,symp. neu.
SS2_19_348:E4_unique.bam,symp. neu.
SS2_19_348:E3_unique.bam,SC
SS2_19_348:E8_unique.bam,SC
SS2_19_348:E1_unique.bam,symp. neu.
SS2_19_348:E10_unique.bam,symp. neu.
SS2_19_348:E15_unique.bam,symp. neu.
SS2_19_348:E11_unique.bam,ChC
SS2_19_348:E16_unique.bam,SC
SS2_19_348:E19_unique.bam,SC
SS2_19_348:E13_unique.bam,symp. neu.
SS2_19_348:E18_unique.bam,symp. neu.
SS2_19_348:E21_unique.bam,symp. neu.
SS2_19_348:E23_unique.bam,symp. neu.
SS2_19_348:E17_unique.bam,symp. neu.
SS2_19_348:E22_unique.bam,none
SS2_19_348:E24_unique.bam,SC
SS2_19_348:F1_unique.bam,symp. neu.
SS2_19_348:F10_unique.bam,SC
SS2_19_348:F7_unique.bam,symp. neu.
SS2_19_348:F5_unique.bam,symp. neu.
SS2_19_348:F15_unique.bam,Hub
SS2_19_348:F14_unique.bam,SC
SS2_19_348:F21_unique.bam,symp. neu.
SS2_19_348:F22_unique.bam,symp. neu.
SS2_19_348:F17_unique.bam,symp. neu.
SS2_19_348:F23_unique.bam,symp. neu.
SS2_19_348:F13_unique.bam,symp. neu.
SS2_19_348:F8_unique.bam,symp. neu.
SS2_19_348:F9_unique.bam,SC
SS2_19_348:F20_unique.bam,Hub
SS2_19_348:G6_unique.bam,symp. neu.
SS2_19_348:G1_unique.bam,ChC
SS2_19_348:G5_unique.bam,SC
SS2_19_348:G12_unique.bam,symp. neu.
SS2_19_348:G13_unique.bam,Hub
SS2_19_348:H2_unique.bam,symp. neu.
SS2_19_348:G21_unique.bam,symp. neu.
SS2_19_348:G23_unique.bam,symp. neu.
SS2_19_348:H3_unique.bam,SC
SS2_19_348:H6_unique.bam,symp. neu.
SS2_19_348:H5_unique.bam,SC
SS2_19_348:H8_unique.bam,symp. neu.
SS2_19_348:H12_unique.bam,symp. neu.
SS2_19_348:H10_unique.bam,Hub
SS2_19_348:H11_unique.bam,symp. neu.
SS2_19_348:H13_unique.bam,symp. neu.
SS2_19_348:H15_unique.bam,Hub
SS2_19_348:H17_unique.bam,Hub
SS2_19_348:H19_unique.bam,symp. neu.
SS2_19_348:H18_unique.bam,Hub
SS2_19_348:H24_unique.bam,symp. neu.
SS2_19_348:I7_unique.bam,symp. neu.
SS2_19_348:I10_unique.bam,symp. neu.
SS2_19_348:I11_unique.bam,SC
SS2_19_348:I13_unique.bam,symp. neu.
SS2_19_348:I16_unique.bam,symp. neu.
SS2_19_348:I14_unique.bam,SC
SS2_19_348:I17_unique.bam,symp. neu.
SS2_19_348:I19_unique.bam,symp. neu.
SS2_19_348:I22_unique.bam,ChC
SS2_19_348:I24_unique.bam,SC
SS2_19_348:J1_unique.bam,symp. neu.
SS2_19_348:J7_unique.bam,symp. neu.
SS2_19_348:J5_unique.bam,symp. neu.
SS2_19_348:J14_unique.bam,Hub
SS2_19_348:J3_unique.bam,none
SS2_19_348:J6_unique.bam,symp. neu.
SS2_19_348:J16_unique.bam,symp. neu.
SS2_19_348:J9_unique.bam,symp. neu.
SS2_19_348:J20_unique.bam,ChC
SS2_19_348:J22_unique.bam,none
SS2_19_348:K4_unique.bam,symp. neu.
SS2_19_348:K3_unique.bam,symp. neu.
SS2_19_348:K9_unique.bam,symp. neu.
SS2_19_348:K10_unique.bam,ChC
SS2_19_348:K11_unique.bam,Hub
SS2_19_348:K12_unique.bam,none
SS2_19_348:K14_unique.bam,symp. neu.
SS2_19_348:K16_unique.bam,symp. neu.
SS2_19_348:K17_unique.bam,symp. neu.
SS2_19_348:K21_unique.bam,symp. neu.
SS2_19_348:L2_unique.bam,symp. neu.
SS2_19_348:K24_unique.bam,symp. neu.
SS2_19_348:K23_unique.bam,symp. neu.
SS2_19_348:L4_unique.bam,symp. neu.
SS2_19_348:L1_unique.bam,symp. neu.
SS2_19_348:L6_unique.bam,none
SS2_19_348:L18_unique.bam,none
SS2_19_348:L12_unique.bam,ChC
SS2_19_348:L23_unique.bam,Hub
SS2_19_348:L22_unique.bam,none
SS2_19_348:L21_unique.bam,symp. neu.
SS2_19_348:L20_unique.bam,SC
SS2_19_348:L24_unique.bam,symp. neu.
SS2_19_348:M6_unique.bam,SC
SS2_19_348:M9_unique.bam,symp. neu.
SS2_19_348:M7_unique.bam,symp. neu.
SS2_19_348:M11_unique.bam,Hub
SS2_19_348:M16_unique.bam,none
SS2_19_348:M19_unique.bam,symp. neu.
SS2_19_348:M22_unique.bam,symp. neu.
SS2_19_348:M24_unique.bam,symp. neu.
SS2_19_348:N4_unique.bam,symp. neu.
SS2_19_348:M17_unique.bam,symp. neu.
SS2_19_348:N6_unique.bam,symp. neu.
SS2_19_348:N5_unique.bam,symp. neu.
SS2_19_348:N7_unique.bam,symp. neu.
SS2_19_348:N15_unique.bam,symp. neu.
SS2_19_348:N22_unique.bam,symp. neu.
SS2_19_348:N20_unique.bam,symp. neu.
SS2_19_348:N23_unique.bam,ChC
SS2_19_348:O7_unique.bam,SC
SS2_19_348:O10_unique.bam,symp. neu.
SS2_19_348:O16_unique.bam,symp. neu.
SS2_19_348:O18_unique.bam,none
SS2_19_348:O19_unique.bam,symp. neu.
SS2_19_348:O22_unique.bam,symp. neu.
SS2_19_348:O21_unique.bam,symp. neu.
SS2_19_348:O3_unique.bam,SC
SS2_19_348:O23_unique.bam,SC
SS2_19_348:O24_unique.bam,symp. neu.
SS2_19_348:P1_unique.bam,none
SS2_19_348:P4_unique.bam,symp. neu.
SS2_19_348:P8_unique.bam,Hub
SS2_19_348:P5_unique.bam,symp. neu.
SS2_19_348:P11_unique.bam,symp. neu.
SS2_19_348:P12_unique.bam,symp. neu.
SS2_19_348:P13_unique.bam,symp. neu.
SS2_19_348:P15_unique.bam,Hub
SS2_19_348:P18_unique.bam,SC
SS2_19_348:P22_unique.bam,symp. neu.
SS2_19_348:P21_unique.bam,Hub
SS2_19_348:P19_unique.bam,symp. neu.
SS2_19_348:P20_unique.bam,symp. neu.
SS2_19_374:B6_unique.bam,ChC
SS2_19_374:A9_unique.bam,nmSC
SS2_19_374:A15_unique.bam,nmSC
SS2_19_374:A5_unique.bam,nmSC
SS2_19_374:B3_unique.bam,nmSC
SS2_19_374:A23_unique.bam,ChC
SS2_19_374:A22_unique.bam,nmSC
SS2_19_374:A10_unique.bam,ChC
SS2_19_374:B1_unique.bam,nmSC
SS2_19_374:B10_unique.bam,nmSC
SS2_19_374:B20_unique.bam,ChC
SS2_19_374:B15_unique.bam,nmSC
SS2_19_374:B13_unique.bam,nmSC
SS2_19_374:B16_unique.bam,nmSC
SS2_19_374:B17_unique.bam,nmSC
SS2_19_374:B23_unique.bam,SC
SS2_19_374:B18_unique.bam,nmSC
SS2_19_374:C9_unique.bam,nmSC
SS2_19_374:C16_unique.bam,ChC
SS2_19_374:C15_unique.bam,nmSC
SS2_19_374:D5_unique.bam,ChC
SS2_19_374:C17_unique.bam,nmSC
SS2_19_374:C24_unique.bam,nmSC
SS2_19_374:C18_unique.bam,nmSC
SS2_19_374:C21_unique.bam,nmSC
SS2_19_374:C19_unique.bam,ChC
SS2_19_374:D1_unique.bam,nmSC
SS2_19_374:D2_unique.bam,nmSC
SS2_19_374:D15_unique.bam,nmSC
SS2_19_374:C23_unique.bam,nmSC
SS2_19_374:D13_unique.bam,nmSC
SS2_19_374:D6_unique.bam,nmSC
SS2_19_374:D14_unique.bam,nmSC
SS2_19_374:D4_unique.bam,nmSC
SS2_19_374:D12_unique.bam,nmSC
SS2_19_374:D9_unique.bam,nmSC
SS2_19_374:D7_unique.bam,nmSC
SS2_19_374:D10_unique.bam,ChC
SS2_19_374:D18_unique.bam,nmSC
SS2_19_374:D21_unique.bam,nmSC
SS2_19_374:D24_unique.bam,nmSC
SS2_19_374:E5_unique.bam,nmSC
SS2_19_374:E8_unique.bam,nmSC
SS2_19_374:E4_unique.bam,ChC
SS2_19_374:E3_unique.bam,ChC
SS2_19_374:E13_unique.bam,ChC
SS2_19_374:E10_unique.bam,nmSC
SS2_19_374:E14_unique.bam,mSC
SS2_19_374:E17_unique.bam,SC
SS2_19_374:E15_unique.bam,SC
SS2_19_374:E20_unique.bam,nmSC
SS2_19_374:F1_unique.bam,ChC
SS2_19_374:F7_unique.bam,ChC
SS2_19_374:F14_unique.bam,nmSC
SS2_19_374:F11_unique.bam,ChC
SS2_19_374:F16_unique.bam,nmSC
SS2_19_374:F21_unique.bam,nmSC
SS2_19_374:F19_unique.bam,nmSC
SS2_19_374:F12_unique.bam,ChC
SS2_19_374:F24_unique.bam,nmSC
SS2_19_374:G4_unique.bam,nmSC
SS2_19_374:G3_unique.bam,nmSC
SS2_19_374:G11_unique.bam,ChC
SS2_19_374:G13_unique.bam,nmSC
SS2_19_374:G14_unique.bam,nmSC
SS2_19_374:G15_unique.bam,nmSC
SS2_19_374:G17_unique.bam,nmSC
SS2_19_374:G18_unique.bam,nmSC
SS2_19_374:G16_unique.bam,nmSC
SS2_19_374:G21_unique.bam,nmSC
SS2_19_374:G20_unique.bam,nmSC
SS2_19_374:H1_unique.bam,ChC
SS2_19_374:H2_unique.bam,ChC
SS2_19_374:H4_unique.bam,ChC
SS2_19_374:G19_unique.bam,nmSC
SS2_19_374:H5_unique.bam,nmSC
SS2_19_374:H11_unique.bam,ChC
SS2_19_374:H9_unique.bam,nmSC
SS2_19_374:H13_unique.bam,nmSC
SS2_19_374:H14_unique.bam,nmSC
SS2_19_374:H16_unique.bam,ChC
SS2_19_374:H18_unique.bam,nmSC
SS2_19_374:H17_unique.bam,nmSC
SS2_19_374:H19_unique.bam,nmSC
SS2_19_374:H22_unique.bam,nmSC
SS2_19_374:I2_unique.bam,nmSC
SS2_19_374:I6_unique.bam,ChC
SS2_19_374:I7_unique.bam,nmSC
SS2_19_374:I17_unique.bam,SC
SS2_19_374:I10_unique.bam,nmSC
SS2_19_374:I21_unique.bam,nmSC
SS2_19_374:J5_unique.bam,ChC
SS2_19_374:I22_unique.bam,nmSC
SS2_19_374:J4_unique.bam,nmSC
SS2_19_374:J3_unique.bam,nmSC
SS2_19_374:J13_unique.bam,nmSC
SS2_19_374:J16_unique.bam,ChC
SS2_19_374:J15_unique.bam,ChC
SS2_19_374:J21_unique.bam,ChC
SS2_19_374:J17_unique.bam,nmSC
SS2_19_374:J20_unique.bam,nmSC
SS2_19_374:J24_unique.bam,SC
SS2_19_374:K3_unique.bam,nmSC
SS2_19_374:K6_unique.bam,nmSC
SS2_19_374:K7_unique.bam,nmSC
SS2_19_374:K9_unique.bam,nmSC
SS2_19_374:K13_unique.bam,nmSC
SS2_19_374:K18_unique.bam,ChC
SS2_19_374:K19_unique.bam,nmSC
SS2_19_374:L3_unique.bam,nmSC
SS2_19_374:L7_unique.bam,SC
SS2_19_374:L10_unique.bam,ChC
SS2_19_374:L13_unique.bam,nmSC
SS2_19_374:L15_unique.bam,nmSC
SS2_19_374:M1_unique.bam,nmSC
SS2_19_374:L20_unique.bam,nmSC
SS2_19_374:L17_unique.bam,nmSC
SS2_19_374:L18_unique.bam,nmSC
SS2_19_374:L14_unique.bam,nmSC
SS2_19_374:L21_unique.bam,nmSC
SS2_19_374:M3_unique.bam,nmSC
SS2_19_374:L19_unique.bam,nmSC
SS2_19_374:L24_unique.bam,nmSC
SS2_19_374:M2_unique.bam,ChC
SS2_19_374:L22_unique.bam,nmSC
SS2_19_374:M5_unique.bam,ChC
SS2_19_374:M8_unique.bam,nmSC
SS2_19_374:M11_unique.bam,nmSC
SS2_19_374:M12_unique.bam,nmSC
SS2_19_374:M13_unique.bam,nmSC
SS2_19_374:M15_unique.bam,nmSC
SS2_19_374:M16_unique.bam,nmSC
SS2_19_374:M18_unique.bam,nmSC
SS2_19_374:M19_unique.bam,nmSC
SS2_19_374:M21_unique.bam,ChC
SS2_19_374:M23_unique.bam,ChC
SS2_19_374:M24_unique.bam,nmSC
SS2_19_374:N12_unique.bam,nmSC
SS2_19_374:N11_unique.bam,ChC
SS2_19_374:N1_unique.bam,ChC
SS2_19_374:N7_unique.bam,nmSC
SS2_19_374:N14_unique.bam,nmSC
SS2_19_374:N15_unique.bam,nmSC
SS2_19_374:N17_unique.bam,ChC
SS2_19_374:N21_unique.bam,nmSC
SS2_19_374:N20_unique.bam,nmSC
SS2_19_374:O1_unique.bam,ChC
SS2_19_374:N24_unique.bam,nmSC
SS2_19_374:N22_unique.bam,ChC
SS2_19_374:O7_unique.bam,nmSC
SS2_19_374:O8_unique.bam,nmSC
SS2_19_374:O15_unique.bam,nmSC
SS2_19_374:O13_unique.bam,nmSC
SS2_19_374:O18_unique.bam,nmSC
SS2_19_374:O19_unique.bam,ChC
SS2_19_374:O16_unique.bam,nmSC
SS2_19_374:O24_unique.bam,nmSC
SS2_19_374:P1_unique.bam,nmSC
SS2_19_374:P4_unique.bam,ChC
SS2_19_374:P7_unique.bam,nmSC
SS2_19_374:P8_unique.bam,ChC
SS2_19_374:P13_unique.bam,ChC
SS2_19_374:P18_unique.bam,nmSC
SS2_19_374:P16_unique.bam,nmSC
SS2_19_374:P22_unique.bam,nmSC
SS2_16_688:I14_unique.bam,none
SS2_16_688:N1_unique.bam,sens. neu.
SS2_16_769:A7_unique.bam,neural crest
SS2_16_769:A18_unique.bam,neural crest
SS2_16_769:C4_unique.bam,neural crest
SS2_16_769:C16_unique.bam,sens. neu.
SS2_16_769:E9_unique.bam,neural crest
SS2_16_769:I24_unique.bam,sens. neu.
SS2_16_769:K11_unique.bam,neural crest
SS2_16_769:O7_unique.bam,sens. neu.
SS2_17_432:B13_unique.bam,sens. neu.
SS2_17_432:D17_unique.bam,sens. neu.
SS2_17_432:E8_unique.bam,sens. neu.
SS2_17_432:F22_unique.bam,neural crest
SS2_17_432:J1_unique.bam,sens. neu.
SS2_17_432:J7_unique.bam,neural crest
SS2_17_432:J12_unique.bam,neural crest
SS2_17_432:J15_unique.bam,sens. neu.
SS2_17_432:K1_unique.bam,sens. neu.
SS2_17_432:K5_unique.bam,neural crest
SS2_17_432:K12_unique.bam,neural crest
SS2_17_432:L14_unique.bam,sens. neu.
SS2_17_432:L7_unique.bam,sens. neu.
SS2_17_432:L18_unique.bam,neural crest
SS2_17_432:M8_unique.bam,sens. neu.
SS2_17_432:M17_unique.bam,sens. neu.
SS2_17_432:O8_unique.bam,sens. neu.
SS2_17_433:C18_unique.bam,neural crest
SS2_17_433:C22_unique.bam,neural crest
SS2_17_433:D14_unique.bam,sens. neu.
SS2_17_433:D10_unique.bam,sens. neu.
SS2_17_433:D21_unique.bam,neural crest
SS2_17_433:E1_unique.bam,sens. neu.
SS2_17_433:F9_unique.bam,neural crest
SS2_17_433:G2_unique.bam,sens. neu.
SS2_17_433:I15_unique.bam,neural crest
SS2_17_433:J12_unique.bam,sens. neu.
SS2_17_433:K7_unique.bam,sens. neu.
SS2_17_433:K20_unique.bam,neural crest
SS2_17_433:M2_unique.bam,neural crest
SS2_17_433:M3_unique.bam,neural crest
SS2_17_433:M6_unique.bam,sens. neu.
SS2_17_433:M9_unique.bam,sens. neu.
SS2_17_433:O5_unique.bam,neural crest
SS2_17_433:O14_unique.bam,neural crest
SS2_17_433:P20_unique.bam,sens. neu.
SS2_16_384:A15_unique.bam,sat. glia
SS2_16_384:A16_unique.bam,sens. neu.
SS2_16_384:A17_unique.bam,sens. neu.
SS2_16_384:A19_unique.bam,none
SS2_16_384:A21_unique.bam,sat. glia
SS2_16_384:A20_unique.bam,sens. neu.
SS2_16_384:A22_unique.bam,sens. neu.
SS2_16_384:A24_unique.bam,sens. neu.
SS2_16_384:B15_unique.bam,sens. neu.
SS2_16_384:B17_unique.bam,sens. neu.
SS2_16_384:B16_unique.bam,sat. glia
SS2_16_384:B18_unique.bam,sat. glia
SS2_16_384:B20_unique.bam,sat. glia
SS2_16_384:B19_unique.bam,sens. neu.
SS2_16_384:B23_unique.bam,sens. neu.
SS2_16_384:B24_unique.bam,sens. neu.
SS2_16_384:C4_unique.bam,none
SS2_16_384:C14_unique.bam,sat. glia
SS2_16_384:C15_unique.bam,sat. glia
SS2_16_384:C16_unique.bam,sens. neu.
SS2_16_384:C17_unique.bam,sat. glia
SS2_16_384:C18_unique.bam,sens. neu.
SS2_16_384:C19_unique.bam,sat. glia
SS2_16_384:C21_unique.bam,sens. neu.
SS2_16_384:C22_unique.bam,sat. glia
SS2_16_384:C23_unique.bam,sens. neu.
SS2_16_384:D7_unique.bam,sat. glia
SS2_16_384:D13_unique.bam,sens. neu.
SS2_16_384:D14_unique.bam,sens. neu.
SS2_16_384:D16_unique.bam,Hub
SS2_16_384:D17_unique.bam,sens. neu.
SS2_16_384:D18_unique.bam,none
SS2_16_384:D20_unique.bam,sens. neu.
SS2_16_384:D19_unique.bam,sat. glia
SS2_16_384:D21_unique.bam,sat. glia
SS2_16_384:D22_unique.bam,sat. glia
SS2_16_384:D23_unique.bam,sat. glia
SS2_16_384:D24_unique.bam,sens. neu.
SS2_16_384:E4_unique.bam,sat. glia
SS2_16_384:E14_unique.bam,sat. glia
SS2_16_384:E13_unique.bam,sens. neu.
SS2_16_384:E17_unique.bam,sat. glia
SS2_16_384:E18_unique.bam,sat. glia
SS2_16_384:E19_unique.bam,sat. glia
SS2_16_384:E22_unique.bam,sens. neu.
SS2_16_384:E24_unique.bam,sat. glia
SS2_16_384:F13_unique.bam,sat. glia
SS2_16_384:F15_unique.bam,sat. glia
SS2_16_384:F14_unique.bam,sat. glia
SS2_16_384:F16_unique.bam,sens. neu.
SS2_16_384:F18_unique.bam,sens. neu.
SS2_16_384:F20_unique.bam,sat. glia
SS2_16_384:F23_unique.bam,sens. neu.
SS2_16_384:F24_unique.bam,sat. glia
SS2_16_384:G13_unique.bam,sens. neu.
SS2_16_384:G17_unique.bam,sens. neu.
SS2_16_384:G16_unique.bam,sens. neu.
SS2_16_384:G18_unique.bam,sat. glia
SS2_16_384:G19_unique.bam,sens. neu.
SS2_16_384:G20_unique.bam,sat. glia
SS2_16_384:G21_unique.bam,Hub
SS2_16_384:G22_unique.bam,sat. glia
SS2_16_384:G24_unique.bam,sens. neu.
SS2_16_384:H3_unique.bam,sat. glia
SS2_16_384:H14_unique.bam,sens. neu.
SS2_16_384:H13_unique.bam,sat. glia
SS2_16_384:H16_unique.bam,sat. glia
SS2_16_384:H17_unique.bam,sat. glia
SS2_16_384:H21_unique.bam,sens. neu.
SS2_16_384:H19_unique.bam,none
SS2_16_384:H23_unique.bam,none
SS2_16_384:H20_unique.bam,sat. glia
SS2_16_384:I4_unique.bam,sat. glia
SS2_16_384:I13_unique.bam,sens. neu.
SS2_16_384:I14_unique.bam,sat. glia
SS2_16_384:I16_unique.bam,sat. glia
SS2_16_384:I18_unique.bam,sens. neu.
SS2_16_384:I19_unique.bam,sat. glia
SS2_16_384:I22_unique.bam,sat. glia
SS2_16_384:I24_unique.bam,none
SS2_16_384:I23_unique.bam,sens. neu.
SS2_16_384:J13_unique.bam,sens. neu.
SS2_16_384:J16_unique.bam,sat. glia
SS2_16_384:J18_unique.bam,sens. neu.
SS2_16_384:J19_unique.bam,sens. neu.
SS2_16_384:J23_unique.bam,sat. glia
SS2_16_384:J22_unique.bam,sens. neu.
SS2_16_384:K3_unique.bam,sat. glia
SS2_16_384:K14_unique.bam,sat. glia
SS2_16_384:K17_unique.bam,sat. glia
SS2_16_384:K20_unique.bam,sat. glia
SS2_16_384:K21_unique.bam,sat. glia
SS2_16_384:K22_unique.bam,sat. glia
SS2_16_384:K24_unique.bam,sens. neu.
SS2_16_384:K23_unique.bam,sat. glia
SS2_16_384:L13_unique.bam,none
SS2_16_384:L15_unique.bam,sat. glia
SS2_16_384:L16_unique.bam,sat. glia
SS2_16_384:L18_unique.bam,sens. neu.
SS2_16_384:L19_unique.bam,sat. glia
SS2_16_384:L20_unique.bam,sat. glia
SS2_16_384:L22_unique.bam,sat. glia
SS2_16_384:L24_unique.bam,sat. glia
SS2_16_384:M13_unique.bam,sens. neu.
SS2_16_384:M19_unique.bam,sens. neu.
SS2_16_384:M20_unique.bam,sens. neu.
SS2_16_384:M21_unique.bam,none
SS2_16_384:M22_unique.bam,sat. glia
SS2_16_384:M23_unique.bam,sens. neu.
SS2_16_384:N2_unique.bam,sat. glia
SS2_16_384:N13_unique.bam,sat. glia
SS2_16_384:N11_unique.bam,sat. glia
SS2_16_384:N14_unique.bam,sens. neu.
SS2_16_384:N15_unique.bam,none
SS2_16_384:N16_unique.bam,sat. glia
SS2_16_384:N18_unique.bam,sens. neu.
SS2_16_384:N20_unique.bam,sat. glia
SS2_16_384:N21_unique.bam,sens. neu.
SS2_16_384:N22_unique.bam,none
SS2_16_384:N24_unique.bam,sens. neu.
SS2_16_384:O13_unique.bam,none
SS2_16_384:O14_unique.bam,sat. glia
SS2_16_384:O15_unique.bam,sens. neu.
SS2_16_384:O17_unique.bam,sat. glia
SS2_16_384:O19_unique.bam,sens. neu.
SS2_16_384:O23_unique.bam,none
SS2_16_384:P13_unique.bam,sat. glia
SS2_16_384:P14_unique.bam,sat. glia
SS2_16_384:P16_unique.bam,sens. neu.
SS2_16_384:P19_unique.bam,sat. glia
SS2_16_384:P21_unique.bam,sat. glia
SS2_16_384:P22_unique.bam,none
SS2_19_322:A1_unique.bam,sens. neu.
SS2_19_322:A17_unique.bam,sens. neu.
SS2_19_322:A10_unique.bam,sens. neu.
SS2_19_322:A19_unique.bam,sens. neu.
SS2_19_322:B1_unique.bam,sens. neu.
SS2_19_322:A8_unique.bam,sat. glia
SS2_19_322:A7_unique.bam,sens. neu.
SS2_19_322:B16_unique.bam,sens. neu.
SS2_19_322:B12_unique.bam,sens. neu.
SS2_19_322:C2_unique.bam,sens. neu.
SS2_19_322:C9_unique.bam,sens. neu.
SS2_19_322:D2_unique.bam,sens. neu.
